5,0.0306549072266,0.0684940814972
10,0.0313620567322,0.0688078403473
15,0.0284559726715,0.0767810344696
20,0.0286300182343,0.0920469760895
25,0.0285949707031,0.0848479270935
25,0.0286691188812,0.0909948348999
30,0.0286860466003,0.111140966415
35,0.0286829471588,0.120450019836
40,0.0287909507751,0.139485120773
45,0.0285401344299,0.149890899658
50,0.0287919044495,0.165714025497
100,0.0289409160614,0.293030023575
150,0.0288479328156,0.417289972305
200,0.0287108421326,0.554065942764
250,0.0284991264343,0.667881965637
300,0.0286409854889,0.815891981125
350,0.0287239551544,0.940242052078
400,0.0284337997437,1.08032798767
450,0.0287330150604,1.18248510361
500,0.0288429260254,1.34026885033
