5,0.0288360118866,0.202433824539
10,0.0287449359894,0.202009916306
15,0.0286691188812,0.214609861374
20,0.0285680294037,0.225589990616
25,0.0287880897522,0.23010802269
30,0.0288999080658,0.262001991272
35,0.0286209583282,0.277404069901
40,0.0288031101227,0.303568124771
45,0.0287029743195,0.313583850861
50,0.0286860466003,0.345460176468
100,0.0287089347839,0.525665998459
200,0.0286300182343,0.924813985825
250,0.029002904892,1.10601687431
300,0.0287358760834,1.30919289589
350,0.0285661220551,1.53694200516
400,0.0287070274353,1.7385969162
450,0.0287170410156,1.89902210236
500,0.0287079811096,2.13177490234
