5,0.0304770469666,0.036150932312
10,0.0285229682922,0.0682599544525
15,0.0287630558014,0.100016117096
20,0.0300619602203,0.143446922302
25,0.0286910533905,0.21579003334
30,0.0284030437469,0.213865041733
35,0.028697013855,0.329898834229
40,0.0306069850922,0.29335308075
45,0.0285491943359,0.355314970016
50,0.029100894928,0.337102890015
100,0.0299060344696,0.936294794083
150,0.0286650657654,1.52810788155
200,0.0303180217743,2.10079407692
250,0.0286161899567,2.82442998886
300,0.0283801555634,3.16818189621
350,0.0300588607788,4.07518577576
400,0.0286750793457,4.3514008522
450,0.0284759998322,5.11255002022
500,0.0313930511475,5.47012281418
